,Mouse ID,Drug,Timepoint,Tumor Volume (mm3),Metastatic Sites
1867,n763,Placebo,25,53.4058705293,2
1868,n763,Placebo,30,55.41365960979999,3
1869,n763,Placebo,35,57.3824129586,3
1870,n763,Placebo,40,58.011145829600004,4
1871,i669,Placebo,0,45.0,0
1872,i669,Placebo,5,46.7646682399,1
1873,i669,Placebo,10,48.2816334005,1
1874,i669,Placebo,15,48.857600704,1
1875,i669,Placebo,20,50.873690269700006,1
1876,i669,Placebo,25,53.3031845548,2
1877,r850,Placebo,0,45.0,0
1878,r850,Placebo,5,46.8629119373,0
1879,r850,Placebo,10,48.515090853800004,1
1880,r850,Placebo,15,50.218604692,1
1881,a262,Placebo,0,45.0,0
1882,a262,Placebo,5,48.717568191000005,1
1883,a262,Placebo,10,49.5951812923,1
1884,a262,Placebo,15,53.82797367479999,2
1885,a262,Placebo,20,57.01331331,2
1886,a262,Placebo,25,60.1318621679,2
1887,a262,Placebo,30,64.9580917839,3
1888,a262,Placebo,35,66.5619630236,4
1889,a262,Placebo,40,69.592731975,4
1890,a262,Placebo,45,70.7176205811,4
1891,q787,Placebo,0,45.0,0
1892,q787,Placebo,5,47.1166158739,0
1893,q787,Placebo,10,48.5938623364,1
1894,q787,Placebo,15,49.2177324345,2
1895,q787,Placebo,20,50.229934186099996,2
1896,q787,Placebo,25,52.713187855200005,2
1897,q787,Placebo,30,55.0362062491,2
1898,q787,Placebo,35,60.3338524187,3
1899,q787,Placebo,40,62.03412670310001,3
1900,q787,Placebo,45,66.0964747731,3
1901,j235,Placebo,0,45.0,0
1902,j235,Placebo,5,46.588819783599995,0
1903,j235,Placebo,10,48.018787924399994,1
1904,j235,Placebo,15,51.1611381503,1
1905,j235,Placebo,20,52.942901685699994,1
